Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,PT_FSP,PT_ISP,PT_IPP,PT_UTE,LinkNatProcess,LocaleName,LocaleNat,LatDec,LongDec,Mediator,MedCentState,MedRegState,MedLocState,MedLocArmed,MedReDomEld,MedLocCivSoc,MedIntActor,MedOtherUnclear,CentState,RegState,LocState,LocArmedGr,ReDomEld,LocComSoc,IntActor,OthActor,RitPray,Grieve,Cattle,Cover
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2366,5,"Peace Agreement between the Dogon & Peulh communities of Bondo, Dioungani, and Koro",12/01/2021,Multiparty signed/agreed,7,10732,SubPar,MultIss,"For the Dogon community:
Souleymane Dougnon, advisor to the village chief of Dangatene 
Yessa Djimde, president of the Koro village chiefs' coordination
Allaye Niangaly, village chief of Omon 
Soumalia Perou, village chief of Poudourou
Serou Niangaly, village chief of Bondo 
Alhadji Dougnon, village chief of Torou 
Amadou Agnou, village chief of Am 
Hamadoun Guindo, village chief of Gourthi [illegible]

For the Fulani community 
Mamoudou Alpha Barry, village chief of Yorou 
Moussa Hassimi Barry, community leader 
Boureima Barry, community leader 
Michailou Amadou Barry, village chief of Gourthi 
Allaye Oumar Barry, community leader 
Amadou Guindo, community leader 

","Witnesses: 
First witness, Allaye Teme, vice-president of Monobem
Second witness, Nouh Djeme, vice-president of Recotrade 


[unsigned mediator: HD Centre for Humanitarian Dialogue and Monobem association]",,MLI,,432,,,NA ,NA ,NA,No,1,0,0,0,1,Koro Circle,Region,14.0656101,-3.0851546,"The HD Centre was instrumental in bringing the representatives of the villages together in talks. Further, their announcement of the signing notes that ""These agreements are part of the mediation framework implemented by HD – also known as the Henry Dunant Centre – as mandated by the Office of the Prime Minister of Mali and with the financial support of the Government of Canada."" The agreement also notes the mediation by the Monobem Association. ",1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2416,6,Declaration following the Idnane community meeting in Acharane,16/11/2020,Multiparty signed/agreed,2,3868,SubPar,MultIss,"Hamma Ag MOHAMED [signature]
Houka Houka Ag ALHOUSSEINI [signature] [stamp]
Abdoul Haye Ag MOUHAMEDOUNE [signature] [stamp]
Mohamed Ousmane Ag Mohamed dit IMBOUKE [signature] 
Efad Ag MOUHAMEDOUNE [signature]
Amgar Ag EHIYA [signature] 
Mohamed Ali Ag MAOULOUD [signature]
Abougour Ag ALMOULOUD [signature]
Mohamed Mahmoud Ag BAIBADJI [signature]
Abdou Salam Ag TWAF [signature]",,,MLI,,432,,NA,NA,NA,NA,No,1,0,0,0,1,Acharane,Smaller,18.904272,3.527759,"Hamma Ag Mohamed
Abdoullaye Ag Mohamed",0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2415,6,Agreement between Oualad Ich and Tourmouz community representatives,20/10/2020,Multiparty signed/agreed,1,2693,Cea,CeaMix,"Pour les Oulad Yi'Ich
- Mahmoud Tijani [signature]
- Salihi Bouna [signature]
- Idoumou Sidamar [signature]
- Ali Mohamed [signature]
- Day Cheikh [signature] 
- [crossed off name] illegible handwritten name [signature] 
- [crossed off name] Franck O' Mouls [signature] 

Pour les Tourmouz
- Baba Sidi Mohamed [signature]
- Sidi Mohamed Ely [signature]
- Mohamed Ely [signature]
- Daye Mohamed Salem [signature]
- Elbou Hama [signature]
- Mohamed Lemine Baba [signature]
- Mohamed Boubacar [signature] 

Pour l'Etat Mauritanien
Dr Mohamed Salem Merzoug, Ministre de l'Intérieur et de la Décentralisation [signature] [stamp]
Mr Ahmed Ould Bah dit Hmeida, Conseiller du Président de la République [signature] [stamp]

",,"Page 1,
The Parties, having considered the proposals of the Mauritanian government, agreed on the following points:
3. Strict adherence to the provisions of the Basseknou agreement on ceasefire and the ban on any act which could threaten peace and security in the region;",MLI,,432,,NA,NA,NA,NA,No,1,0,0,0,1,Nouakchott,City,18.083326,15.965234,"This negotiation was presided [and signed] by the Mauritanian Minister of the Interior and Decentralization, and undertaken in the presence of [and signed by] Ahmed Ould Bah, an adviser of the former President of Mauritania. It was also supported by the United Nations and the Government of Mali.",1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2297,4,Commitments for the prevention of conflicts between farmers and breeders of Tominian in the Segou region of Mali,19/12/2019,Multiparty signed/agreed,4,6027,SubPar,MultIss,"Signatory parties:



The mayor of Tominian - Boba Abeneko DACKOUO

The mayor of Yasso - Cleophas KONE

For the breeders of Tominian - Mamadou SIDIBE

For the farmers of Tominian - Gnansian DIARRA

For the breeders of Yasso - Egoudou SIDIBE

For the farmers of Yasso - Arebe Sangaré (village chief of Kibi)

For the mayor of Mandiakuy - Moise DEMBELE

The mayor of Sanekuy - Mazankuy DEMBELE

For the breeders of Mandiakuy - Sayé SIDIBE

For the farmers of Mandiakuy - Samou Hervé DACKOUO

For the breeders of Sanekuy - Mamadou SIDIBE

For the farmers of Sanekuy - Babab Enok TRAORE

The mayor of Benena - Ignace KONE

The mayor of Mafouné - Niankan DABOU

For the breeders of Benena - Ousmane SIDIBE

For the farmers of Benena - Moise Koné (village chief of Bachirikuy)

For the breeders of Mafouné - Hansan SIDIBE

For the farmers of Mafouné - Issa DIONI

The mayor of Timissa - Sidiki ARAMA

The mayor of Fangasso - Batri DENA

For the breeders of Timissa - Boukary DIAKITE

For the farmers of Timissa - Toulema Moussa (village chief of Tondaga)

For the breeders of Fangasso - Yaya SIDIBE

For the farmers of Fangasso - Baba D. KAMATE

For the mayor of Ouan - Tieré Elie KONE

The mayor of Diora - Abdoulaye DAOU

For the breeders of Ouan - Aly DIALLO (Doungel)

For the farmers of Ouan - Tomy KAMATE

For the breeders of Diora - Chyta SIDIBE

For the farmers of Diora - Philipe DAKOUO

The mayor of Koula - Remy COULIBALY

The mayor of Lanfiala - Baba KAMATE

For the breeders of Koula - Amadou SAGARÉ

For the farmers of Koula - Jacques Coulibaly

For the breeders of Lanfiala - Amadou BARRY

For the farmers of Lanfiala - Djoumbé GUNDO

The prefect of the Tominian circle - Zoumana Norbert DEMBELE","Not signed, but mentioned on Page 2, untitled preamble:
[...] mediation undertaken by the Center for Humanitarian Dialogue (HD) on the mandate of the Government of Mali, [...]",,MLI,,432,,NA,NA,NA,NA,No,1,1,0,0,0,Tominian cercle,Region,13.257,-4.457,Mediator: Centre for Humanitarian Dialogue,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2293,4,"Peace agreement between the Fulani, Dogon and Dafing communities of the municipality of Ouenkoro",16/08/2019,Multiparty signed/agreed,5,8756,SubComp,FrAg,"Signatories to the Peace Agreement between the Peulh, Dogon and Dafing communities of
Ouenkoro

A representative of the Peulh community
A representative of the Dogon community
A representative of the Dafing community
A representative of the Peulh self-defense groups
A representative of the Dogon self-defense groups",Ongoing mediation presence provided by local authorities and key local figureheads - no names clearly listed.  Supported by the Centre for Humanitarian Dialogue.,,MLI,,432,,NA,NA,NA,NA,No,1,1,0,0,0,Ouenkoro municipality,Region,13.385,-3.828,Mediator: Centre for Humanitarian Dialogue,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2237,3,"Humanitarian agreement between Bambara and Bozo farmers, Fulani herders as well as hunters from the area (‘circle’) of Djenné ",01/08/2019,Multiparty signed/agreed,5,8175,SubPar,Iss,"Representatives of the hunters

Sinali MAIGA
Amadou DIARRA


Representatives of the Peulh breeders' community

Alpha Samba LANDOURE

Malick TOURE 
Village chief of Diaba peulh


Representatives of the farmers' community

Dramane COULIBALY
Mayor of the Derary commune

EL Hadj DJETTE

","Representatives of the facilitators

Binkè KONATE

Ali TOURE


Witnessed

The village chief of Djenne

Sidi Yeya MAIGA


Witnessed

Mayor of the urban community of Djenne

Lassine YARO


Witnessed

President of the council of Djenne circle

Alassane BOCOUM


Witnessed

Prefect of Djenne circle

Bolle Maouloud BABY


[Note: The agreement also refers to 'mediation facilitated for ten months by the Center for Humanitarian Dialogue' (p. 2).]","Page 2, Preamble, ...
Satisfied that the Agreement for the prevention of a conflict between breeders and farmers in the Djenne circle signed in November 2018 has effectively allowed for the peaceful return of herds to the borgou fields of the Djenne circle;",MLI,,432,,NA,NA,NA,NA,No,1,0,0,0,0,Djenné cercle,Region,13.905161,-4.554995,Mediators: Binkè KONATE and Ali TOURE (Center for Humanitarian Dialogue),0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2247,3,"Agreement between the Dafing, Samogo, Fulani, Dogon and Bozo communities of the Baye municipality, located in the area (“circle”) of Bankass and the region of Mopti (Baye agreement)",25/07/2019,Multiparty signed/agreed,5,9304,SubPar,Iss,"Dafing community representative
Tandou SENOU, customary chief of Baye

Samogo community representative
Massa DIENRE, village chief of Dien

Dogon community representative
Amoré TOGO, adviser to the village chief of Pissa

Peulh community representative
Hamarba SIDIBE, village chief of Libé Peuhl

Bozo community representative
Moussa TEMANTA, chief of the Bozos of Baye","[Note: The agreement refers to 'mediation undertaken for a month by local authorities and nationals with the support of the Center for humanitarian dialogue, on mandate from the Malian government which will support the peace efforts communities in central Mali;' (p. 1).]",,MLI,,432,,NA,NA,NA,NA,No,1,0,0,0,0,"Baye commune (Bankass cercle, Mopti region)",Region,13.623971,-3.367951,Mediators: Local authorities and nationals with the support of the Center for humanitarian dialogue,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2300,4,"Agreement between the Kel Inacharia and sedentary communities of the circle of Alafia, Bourem Inaly and Lafia",13/03/2019,Multiparty signed/agreed,3,6068,SubPar,MultIss,"Signed [names illegible]

For The Kel-inacharia Community                                                                       
For the d’Iloas Community

The faction leader                                                                                                    
The d’Iloas village chief

For the Hondoubomo Abba-Ber Community

The HONDOUBOMO ABBA-BER village chief

For the Hondoubomo Koina Community

The HONDOUBOMO KOINA village chief:                      

For Mar-Mare Community

The Mar-mar faction leader:

For the territorial groups:

The Mayor of BOUREM-INALY:

The Mayor of the d’ALAFIA Municipality                                                                                                                      
The Mayor of the LAFIA rural municipality

The President of the interim Authority of the Tombouctou Circle

For the Representative of the State

Witnessed, the Prefect of the Tombouctou Circle","Not signed, but listed on Page 2, Preamble:
[...] have met in Alafia as part of the mediation undertaken for a year by the Center for Humanitarian Dialogue (HD) at the request of the Parties and their nationals in Bamako, in partnership with the Tiessou network and with the support of the Regional Reconciliation Support Team (ERAR), to agree on the following:",,MLI,,432,,NA,NA,NA,NA,No,1,1,0,0,0,"Areas in the Alafia, Lafia, and Bourem Inaly municipalities",Region,16.688,-2.827,Mediators: Centre for Humanitarian Dialogue; Tiessou network; with the support of the Regional Reconciliation Support Team (ERAR),1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2299,4,Addendum to the Alafia Doukire and Salam Municipal Peace Charter,09/03/2019,Multiparty signed/agreed,4,3020,Imp,ExtSub,"Signed



For Alafia

[seven signed names in original document]

For Douékiré

[five signed names in original document]

For Salam

[ten signed names in original document]","No third parties have signed the document, however, HD Center for Humanitarian Dialogue have been  present as mediators. 

Page 2, untitled preamble: 
We, the communities of Alafia, Douekire, and Salam, hereinafter referred to as the parties;

Recognizing the value of the charter signed on January 28 in Douekire following talks in Timbuktu and Taoudeni, facilitated by the center for humanitarian dialogue;

...

Have met in Tintelout as part of the mediation undertaken for 1 month by the Center for humanitarian dialogue, in support of the charter of January 2018, and agree on the following.

","Page 2, untitled preamble:
charter signed on January 28 in Douekire following talks in Timbuktu and Taoudeni, facilitated by the center for humanitarian dialogue (Peace Charter of the communes of Alafia Doukeire and Salam)",MLI,,432,,NA,NA,NA,NA,No,1,0,0,0,0,"Alafia, Doukeire, and Salam municipalities, particularly the Timbuktu-Goundam axis",Region,16.648,-3.244,Mediator: Centre for Humanitarian Dialogue,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2298,4,Agreement between the Peul and Bozon communities of Kewa commune for the lifting of the blockade on Kouakourou (Mopti region),19/01/2019,Multiparty signed/agreed,3,3822,SubPar,MultIss,"Page 3:
Signatory parties:

For the Peulh community      
For the Bozo community

Agreement signed by at least two persons from each of the communities, signatures and names hand-written in original text.","(Note: while not mentioned in the agreement, HD Centre for Humanitarian Dialogue have been facilitating this and similar agreements in Mali)",,MLI,,432,,NA,NA,NA,NA,No,1,1,0,0,0,Kewa municipality,Region,14.222,-4.493,Mediator: Centre for Humanitarian Dialogue (on the mandate of the Government of Mali),0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2146,2,"Commitment to a unilateral ceasefire from Youssouf Toloba and his armed group, Dan Nan Ambassagou",27/09/2018,Unilateral document,5,6858,Cea,Ceas,"For the Dan Nan Ambassagou group


For the general staff

Youssouf TOLOBA


For national coordination

Mamoudou GOUDIENKILE


For the Bankass coordination

Oumar GUINDO


For the Douentza coordination

Seydou MAIGA


For the Bandiagara coordination

Boureima SAGARA


For the Koro coordination

Alhaty KAMOKO 

","Unsigned, but agreement refers to mediation process undertaken by the Center for Humanitarian Dialogue",Algiers Agreement,MLI,,432,,NA,NA,NA,NA,No,1,1,0,0,0,"Koro, Bankass, Bandiagara, and Douentza cercles (Mopti region)",Region,14.388871,-3.329351,"Mediator: Center for Humanitarian Dialogue, with the support of the regional authorities, on behalf of the Malian Government",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2177,2,"Peace agreement between the Dogon and Fulani communities of Koro
",28/08/2018,Multiparty signed/agreed,7,8235,SubComp,FrAg,"Signatures not present on copy, agreement states itself in preamble to be agreement of 'We, the Dagon and Fulani communities of Koro, hereinafter referred to as the Parties;'

",,"Page 1, Preamble,
...
Eager to back the crucial first step toward peace, namely the unilateral cease-fire declaration by the hunter group Dan Na Ambassagou of 2 July 2018, as well as the wishes expressed by the Fulani community during the meeting held on 06 August 2018 in Nawodie, in response to the cease-fire declaration;
",MLI,,432,,NA,NA,NA,NA,No,1,0,0,0,0,Koro cercle,Region,14.074502,-3.082684,Mediator: Centre for Humanitarian Dialogue (HD),0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
Mali,Inter-group,153,Mali Local Processes,Africa (excl MENA),2296,4,Peace Charter of the communes of Alafia Doukeire and Salam,28/01/2018,Multiparty signed/agreed,3,6212,SubPar,Iss,"Page 1, preamble:
signed by the communities concerned

Page 2, signatures: 
President of the Meeting
H.E.M. Ahmed Mohamed AG Hamani
The rapporteur
Mr. Hamza L. MAIGA

Read and approved by 16 persons (signed in the French original, but signatures and names illegible)","Page 1: signed by the communities concerned in the presence of the administrative and political authorities of the Timbuktu and Taoudénit regions.

(Note: while not mentioned in the agreement, HD Centre for Humanitarian Dialogue have been facilitating this and similar agreements in Mali)",,MLI,,432,,NA,NA,NA,NA,No,1,0,0,0,0,"Alafia, Doukeire, and Salam municipalities",Region,16.514412,-3.521405,Mediator: Centre for Humanitarian Dialogue,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0
Mali/Niger,Inter-group,153,Mali Local Processes,Africa (excl MENA),2240,3,Agreement between Idourfane and Ibogolitane communities from the regions of Gao and Ménaka in Mali and the region of Tillabéry in Niger (Gao agreement),20/11/2018,Multiparty signed/agreed,6,8845,SubPar,MultIss,"Signatories for the lbogolitane community:

1. Houmeidi AG WARIFOUDE, chief of the Inzagalane fraction and area

2. Hamadou Hamadou AG TAWINGUILA, religious leader

3. Sabaya AG EMALI, community leader


Signatories for the Idourfane community:

1. Daniel AG MOHAMED, Fraction Leader and Former Mayor of Tin Hamma

2. Hamad-na AG ABDOULAYE, religious leader

3. Abdourahmane AG MOHAMED ELMOCTAR, young leader","Witness signatories:

1. Ahmed AG Egarwey, President of the Temporary Authority of Ansongo

2. Aklinine AG ABOGOLY, Municipal Councillor of the Menaka Town Hall

3. Rhissa AG MOSSA, Member of the Regional Team for Support to the Reconciliation of Gao

[Note: The agreement additionally refers to 'mediation undertaken for a month by the Center for Humanitarian Dialogue to support the stabilization efforts of the Government of Mali and the international community in northern Mali;' (p. 1).]","2015 Agreement for Peace and National Reconciliation in Mali (p. 3)
",MLI,NER,432,436,NA,NA,NA,NA,No,1,1,0,0,0,Gao and Ménaka regions (Mali) and Tillabéry region (Niger),Region,15.278855,1.325377,Mediator: Center for Humanitarian Dialogue,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
Mali/Niger,Inter-group,159,Mali - Niger: local agreements in border areas,Africa (excl MENA),2292,4,"Understanding between the Tarbanasa, Ibawen and Targaitamout communities in the Tamalet area",28/04/2018,Multiparty signed/agreed,6,11789,SubPar,MultIss,"For Tarbanassa and Ibahawan  
Oumar Ag Mohamed  

For Targaitamout 
Jikilla Ag Wantacha","Page 2, untitled preamble:
... representative of the Minister of State, of Interior, of Public Security,
Decentralization, of Customary and Religious Affairs, assisted by the representative of the High Authority for Peace-building (HACP) and with the help of the Center For Humanitarian Dialogue. 

Signed:
Witness organizations or institutions

For the witness communities in Mali
Mainy Ould Assalik                          

For the witness communities in Niger
Yahaya Assoumane                                                 


The Deputy / Mayor of Abala 
Boubacar Oumarou                                  

The Mayor of Anderamboukane
Hamad Ahmad AG Mohamad

The representative of the interim Authorities of the Ménaka region
Algharif AG BIGUI

The representative of the High Authority for Peace-building (HACP)          
Mohamed Ali Mohamed (CT)

The representative of the Ministry of State, of Interior, Security, Public, Decentralization, Customary and Religious Affairs
Mohamed Mahamadou (CT)",Algiers agreement (Accord Pour la Paix et la Reconciliation au Mali - Issu du Processus d'Alger),MLI,NER,432,436,NA,NA,NA,NA,No,1,0,0,0,0,"Tamalet area, Anderamboukane municipality, Mali-Niger border",Region,15.423,3.021,"Mediators: Under the chairmanship of the representative of the Minister of State, of Interior, of Public Security, Decentralization, of Customary and Religious Affairs, assisted by the representative of the High Authority for Peace-building (HACP) and with the help of the Center For Humanitarian Dialogue",1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1
