Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,description,stage_label,agt_type,agt_dat,PAX_Hyperlink,PDF_Hyperlink,PAX_Generate_PDF,year,stage_scale
Kenya,Government,65,Kenya peace process,Africa (excl MENA),785,1,"Nakuru County Peace Accord
",2012-08-19,Multiparty signed/agreed,14,20019,IntraLocal,SubPar,MultIss,"Representatives of the Agikuyu community; Representatives of Kalenjin community; Representatives of other communities in Nakuru County

Also: Co-chairs of the Elders Committees: Mr Samuel Maigua, Hon Wilson Leitich; Patrons: Daniel Kamau Kanyi EBS, Gideon Toroitish EBS; Coordinators (Secretariat): Maina Muhai, Andrew Yatich; Founders: Ndungu Gaithuma, Joshua K Toroitich; Civil Society Groups: Youth, Women, Civil Society, Business Community; County Peace Monitor

","Criteria listed for Witness, Joining Signatories and Welcoming Signatories.
List of potential additional signatories: Community chairs: Abaluhya, Abagusii, Akamba, Ameru, Luo, Maasai, Mijikenda, Ogeik, Somali, Turkana; District Chairs (by Community): Bahati, Gilgil, Kuresoi, Nakuru, Naivasha, Molo, Njoro, Rongai, Subakai
",,KEN,,501.0,,,,,,No,"This agreement aims to end long-running communal and election-related violence within the Nakuru County. It includes the following provisions: 1. purpose, 2. acknowledgement of causes and consequences of violence, 3. their code of Conduct, 4. follow-up, 5. dispute resolution, 6. Relationships with other processes and institutions, 7. Review of this Accord, 8. Walking forward.  ","Framework-substantive, partial",Local,"Nakuru County Peace Accord
 (2012-08-19)",https://www.peaceagreements.org/view/785,https://www.peaceagreements.org/viewmasterdocument/785,https://www.peaceagreements.org/generateAgreementPDF/785,2012,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1947,2,Mabanga Peace Accord,2011-10-21,Multiparty signed/agreed,6,11113,IntraLocal,SubPar,MultIss,"Mr Henry Wanyonyi
Chairman,
Bukusu Supreme Council of Elders
Date:

Mr.JoseckiOkisai
Chairman,
Suprmee Council of Teso Elders
Date:

MrReuben C.Butaki
Chairman,
Sabaot Supreme Council of elders
Date:

","Winessed by: 

Ms. Leonie Abela
Chief Facilitator 
Inter-Community Peace Conference
Country Coordinator ACORD KENYA

Mr.Festus Mukoya
Coordinator,
FPFK – Peace and Rights Programme 

Emmanuel Ole Sayiorry, PhD
Co-Facilitator 
Inter-Community Peace Conference 
Snr Lecturer, Daystar University

Ndolo Asasa Wycliffe Esq.
Co-Facilitator,
Inter-Community Peace Conferenec
Chairperson, Pioneers for Change

In the Presence of
Hon. KalonzoMusyoka, EGH
Vice President of the Republic of Kenya
MP Mwingi North and Minister for Home Affairs

Dr. Ahmed Yassin
Commisioner
National Cohesion Integration Commission
",,KEN,,501.0,,,,,,No,"Agreement between elders of three communities, Babukusu, Iteso and Sabaot, that makes provisions for the return of stolen land, tribal politics, and provisions for equity between tribes in terms of distribution of resources and political power. ","Framework-substantive, partial",Local,Mabanga Peace Accord (2011-10-21),https://www.peaceagreements.org/view/1947,https://www.peaceagreements.org/viewmasterdocument/1947,https://www.peaceagreements.org/generateAgreementPDF/1947,2011,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1945,2,Modogashe Declaration (III),2011-04-08,Multiparty signed/agreed,7,5160,IntraLocal,SubPar,MultIss,"On behalf of Mandera County:vHussein Mohamed ADAN, Abdi Wili ABDULLAHI, Abdille Sheikh BILLOW
On behalf of Wajir County: Ali Abdi OGLE, Abdisalan Ibrahim ALI, Bishar Ali OLOW, 
On behalf of Garissa County: Dagane Karur OMAR, Hassan Abdi HURE, Hussein Noor Abdi
On behalf of Tana River County: Kahonzi Esther JARHA, Ijema Godana HASSAN, Aden Ibrahim ARALE
On behalf of Marsabit County: Guyo Karayu DIKA, Hassan Lolterka LENAROKI, Boru Arero BORU, 
On behalf of Sabburu County: Jason LESHOOMO, Peter P. LEKISAT, Benedicto L. LOLOSOLI
On behalf of Meru County: Linos Kathera M. ERIMBA, Mitabathi M.KIRIMANA KIRIMANA
On behalf of Nairobi County: Lucy Nyambura NDIRANGU, John Charles ODHIAMBO


","On behalf of North Eastern Province: Mr. James Ole Serian, EBS
On behalf of Coast Province: Mr. Ernest G. Munyi, EBS
On behalf of Eastern Province: Ms. Clare A. Omolo, EBS
On behalf of Rift Valley Province: Mr. Osman Warfa, EBS",,KEN,,501.0,,,,,,No,"County and regional leaders agree to measures to reduce conflict over theft of livestock, as well as provisions to stop unauthorised migration.  ","Framework-substantive, partial",Local,Modogashe Declaration (III) (2011-04-08),https://www.peaceagreements.org/view/1945,https://www.peaceagreements.org/viewmasterdocument/1945,https://www.peaceagreements.org/generateAgreementPDF/1945,2011,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1946,2,Naivasha II Declaration,2009-11-19,Multiparty signed/agreed,6,5300,IntraLocal,SubPar,MultIss,"Signed by
Hon. (Prof.) George Saitoti, EGH, M.P
Hon. Ibrahim Elmi Mohamed, MP
Hon. Mohamed Yusuf Haji, EGH, MP
Hon. Simeon Lesirma, MP
Hon. Asman A. Kamama, MP
Hon. Abu Chiaba Mohamed, MGH, MP
Hon. Ndiritu Mureithi, MP
Hon. Hussein Tarry Sasura, MP
Hon. Josephat K. Nanok, MP
Hon. Linah jebii Kilimo, EGH, MP ~·
Hon. Muhdrnud Mohamed Ali, MP
Hon. Mohamed M. Mohamud, MP
Hon. Abdirahman Hassan Ali, MP
Hon. Boaz Kipchumba Kaino, MP
Hon. Raphael Letimalo, MP
Hon. Ntoitha M'Mithiaru, MP
Hon. Maison Leshoomo, MP
Hon Abdul Baheri Ali, MP",,"Page 1, Untitled Preamble
...
BUILDING on the resolutions of Naivasha I Consultative Peace and Security Forum on ASAL Areas held at Lake Naivasha Simha Lodge on 15th - 16th August, 2008;

...

Page 2, l. 
Naivasha 1: ensure that the resolutions of Naivasha Declaration are fully implemented by line Ministries. 

...

Page 4, 13
Peace declarations: Customize Inter-Community Agreements/Social Contracts e.g. Modogashe, Maikona and Naivasha Accord etc. ",KEN,,501.0,,,,,,No,Leaders from Arid and Semi Arid Areas committing to provide leadership in tackling banditry and cattle rustling.  This is done through a process of working against the proliferation of small arms and other conflict management initiatives. ,"Framework-substantive, partial",Local,Naivasha II Declaration (2009-11-19),https://www.peaceagreements.org/view/1946,https://www.peaceagreements.org/viewmasterdocument/1946,https://www.peaceagreements.org/generateAgreementPDF/1946,2009,3
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1943,2,Sotik and Borabu Social Contract,2008-11-21,Multiparty signed/agreed,3,5540,IntraLocal,SubPar,MultIss,"Representatives of Kisii and Kipsigis communities
","Agency for Co-operation and Research in Development (ACORD) 
The Cereal Growers Association (CGA)",,KEN,,501.0,,,,,,No,Agreement between community leaders with a view to ending cattle rustling and associated inter-community violence.  The document deals with the issue of cattle rustling by also containing provisions against tribalism and negative politics. ,"Framework-substantive, partial",Local,Sotik and Borabu Social Contract (2008-11-21),https://www.peaceagreements.org/view/1943,https://www.peaceagreements.org/viewmasterdocument/1943,https://www.peaceagreements.org/generateAgreementPDF/1943,2008,3
Kenya,Government,65,Kenya peace process,Africa (excl MENA),688,1,"Kenya National Dialogue and Reconciliation, Statement of Principles on Long-term Issues and Solutions",2008-05-23,Multiparty signed/agreed,14,7883,Intra,SubPar,MultIss,"Government/PNU and ODM
On the Behalf of the Government/PNU, Hon Martha Karua, Hon Sam Ongeri, Hon. Mutula Kilonzo, Hon. Moses Wetang'ula
On the Behalf of ODM, Hon. Musalia Mudavudi, Hon. William Ruto, Hon. Sally Kosgei, Hon. James Orengo ","Witnessed by: For the Panel of Eminent African Personalities, H.E. Oluyemi Adeniji - Session Chair ","- the Annotated Agenda and Timetable for the National Dialogue and Reconciliation
signed on 1 February 2008.
- 14 February Agreement on Agenda Item Three
- Agenda Item Four 
- Agreement on the Principles of Partnership of the Coalition Government, signed on 28 February 2008
",KEN,,501.0,,,,,,No,"The short agreement define the commitments made to address the long-term issues: A. Constitutional, institutional and legal reform); B. Land Reform; C. Poverty, inequity and regional imbalances; D. Unemployment, particularly among the youth; E. Consolidation of national Cohesion and unity; F. Transparency, Accountability and Impunity. ","Framework-substantive, partial",Intrastate,"Kenya National Dialogue and Reconciliation, Statement of Principles on Long-term Issues and Solutions (2008-05-23)",https://www.peaceagreements.org/view/688,https://www.peaceagreements.org/viewmasterdocument/688,https://www.peaceagreements.org/generateAgreementPDF/688,2008,3
Kenya,Government,65,Kenya peace process,Africa (excl MENA),690,1,Kenya National Dialogue and Reconciliation - Longer Term Issues and Solutions: Constitutional Review,2008-03-04,Multiparty signed/agreed,2,2242,Intra,SubPar,Iss,"On behalf of Government/PNU: 
- Hon. Martha Karua
- Hon. Sam Ongeri
- Hon. Mutula Kilonzo
- Hon. Moses Wetang'ula

On behalf of ODM:
- Hon. Musalia Mudavadi
- Hon. William Ruto 
- Hon. James Orengo
- Hon. Sally Kosgei","- Witnessed by:
For the Panel of Eminent African Personalities, H.E. Oluyemi Adeniji, Session Chair",- 1 February 2008 agreement by the Parties to deal with long-term issues and solutions,KEN,,501.0,,,,,,No,"The agreement provides for the parameters and principles for a Constitutional Review.
","Framework-substantive, partial",Intrastate,Kenya National Dialogue and Reconciliation - Longer Term Issues and Solutions: Constitutional Review (2008-03-04),https://www.peaceagreements.org/view/690,https://www.peaceagreements.org/viewmasterdocument/690,https://www.peaceagreements.org/generateAgreementPDF/690,2008,3
Kenya,Government,65,Kenya peace process,Africa (excl MENA),691,1,"Kenya National Dialogue and Reconciliation - Truth, Justice and Reconciliation Commission",2008-03-04,Multiparty signed/agreed,3,5975,Intra,SubPar,Iss,"On behalf of Government/PNU: 
- Hon. Martha Karua
- Hon. Sam Ongeri
- Hon. Mutula Kilonzo
- Hon. Moses Wetang'ula

On behalf of ODM:
- Hon. Musalia Mudavadi
- Hon. William Ruto 
- Hon. James Orengo
- Hon. Sally Kosgei","- Witnessed by:
For the Panel of Eminent African Personalities, H.E. Oluyemi Adeniji, Session Chair",- 14 February 2008 agreement ,KEN,,501.0,,,,,,No,This agreement provides for the implementation of a Truth and Reconciliation Commission. It defines its general parameters. ,"Framework-substantive, partial",Intrastate,"Kenya National Dialogue and Reconciliation - Truth, Justice and Reconciliation Commission (2008-03-04)",https://www.peaceagreements.org/view/691,https://www.peaceagreements.org/viewmasterdocument/691,https://www.peaceagreements.org/generateAgreementPDF/691,2008,3
Kenya,Government,65,Kenya peace process,Africa (excl MENA),831,1,Kenyan National Dialogue and Reconciliation: Commission of Inquiry on Post-Election Violence,2008-03-04,Multiparty signed/agreed,3,5866,Intra,SubPar,Iss,"On behalf of Government/PNU: 
- Hon. Martha Karua
- Hon. Sam Ongeri
- Hon. Mutula Kilonzo
- Hon. Moses Wetang'ula

On behalf of ODM:
- Hon. Musalia Mudavadi
- Hon. William Ruto 
- Hon. Sally Kosgei
- Hon. James Orengo","Witnessed by:
For the Panel of Eminent African Personalities, H.E. Oluyemi Adeniji, Session Chair",,KEN,,501.0,,,,,,No,"The agreement provides for the establishment of a Commission of Inquiry on Post-Election Violence (Commission of Inquiry). Specifically, it defines its background, key activities, national cooperation, composition, methodology, outputs and timeline, financing and logistics. ","Framework-substantive, partial",Intrastate,Kenyan National Dialogue and Reconciliation: Commission of Inquiry on Post-Election Violence (2008-03-04),https://www.peaceagreements.org/view/831,https://www.peaceagreements.org/viewmasterdocument/831,https://www.peaceagreements.org/generateAgreementPDF/831,2008,3
Kenya,Government,65,Kenya peace process,Africa (excl MENA),693,1,Acting Together for Kenya - Agreement on the Principles of Partnership of the Coalition Government,2008-02-28,Multiparty signed/agreed,2,4107,Intra,Pre,Prin,"- Hon. Raila Odinga, Orange Democratic Movement
- H.E. President Mwai Kibaki, Government/Party of National Unity
","Witnessed by: 
- H.E. Kofi A. Annan, Chairman of the Panel of Eminent African Personalities 
- H.E. President Jakaya Kikwete, President of the United Republic of Tanzania and Chairman of the African Union  ",National Accord and Reconciliation Act 2008,KEN,,501.0,,,,,,No,"This agreement defines the key principles of partnership of the coalition government as well as entrenched the National Accord and Reconciliation Act in the Constitution.  
",Pre-negotiation,Intrastate,Acting Together for Kenya - Agreement on the Principles of Partnership of the Coalition Government (2008-02-28),https://www.peaceagreements.org/view/693,https://www.peaceagreements.org/viewmasterdocument/693,https://www.peaceagreements.org/generateAgreementPDF/693,2008,1
Kenya,Government,65,Kenya peace process,Africa (excl MENA),832,1,National Accord and Reconciliation Act 2008,2008-02-28,Multiparty signed/agreed,2,4633,Intra,SubPar,Iss,"This is an Act of Parliament. The original copy has been paragraphed by: 
- H.E. President Mwai Kibaki, Government/Party of National Unity
- Hon. Raila Odinga, Orange Democratic Movement
","This is an Act of Parliament. The original copy has been paragraphed the following witnesses:
- H.E. President Jakaya Kikwete, President of the United Republic of Tanzania and Chairman of the African Union
- H.E. Kofi A. Annan, Chairman of the Panel of Eminent African Personalities ",,KEN,,501.0,,,,,,No,"This Agreement is an Act of Parliament providing for the settlement of the disputes arising from the presidential elections of 2007, formation of a Coalition Government and various related matters.

","Framework-substantive, partial",Intrastate,National Accord and Reconciliation Act 2008 (2008-02-28),https://www.peaceagreements.org/view/832,https://www.peaceagreements.org/viewmasterdocument/832,https://www.peaceagreements.org/generateAgreementPDF/832,2008,3
Kenya,Government,65,Kenya peace process,Africa (excl MENA),726,1,Kenyan National Dialogue and Reconciliation: How to Resolve the Political Crisis,2008-02-14,Multiparty signed/agreed,5,9443,Intra,SubPar,FrparOth,"On the Government/PNU: Hon. Martha Karua, Hon. Sam Ongeri, Hon. Mutula Kilonwo, Hon. Moses Wetang'ula
On the behalf of ODM: Hon. Musalia Mudavadi, Hon. William Ruto, Hon. Sally Kosgei, Hon. James Orengo  ","Witnessed by: For the Panel of Eminent African Personalities: H.E. Kofi A. Annan, Chairperson ",,KEN,,501.0,,,,,,No,,"Framework-substantive, partial",Intrastate,Kenyan National Dialogue and Reconciliation: How to Resolve the Political Crisis (2008-02-14),https://www.peaceagreements.org/view/726,https://www.peaceagreements.org/viewmasterdocument/726,https://www.peaceagreements.org/generateAgreementPDF/726,2008,3
